1461,127237
1462,169746
1463,191378
1464,202469
1465,179982
1466,175530
1467,171919
1468,172008
1469,181298
1470,132401
1471,188563
1472,94785
1473,108461
1474,145796
1475,120659
1476,383915
1477,258931
1478,296599
1479,286542
1480,502706
1481,318407
1482,205550
1483,179144
1484,165042
1485,180947
1486,195804
1487,357175
1488,229297
1489,216834
1490,242738
1491,193005
1492,92269
1493,191902
1494,299562
1495,288539
1496,247285
1497,180270
1498,163349
1499,162231
1500,161261
1501,189806
1502,146142
1503,300447
1504,236002
1505,235402
1506,195489
1507,265246
1508,202060
1509,165848
1510,148999
1511,153085
1512,179067
1513,144518
1514,165030
1515,200249
1516,152181
1517,164618
1518,132555
1519,233868
1520,137432
1521,137530
1522,177495
1523,114333
1524,115366
1525,120315
1526,114412
1527,105111
1528,131153
1529,150112
1530,167210
1531,109604
1532,94925
1533,159625
1534,116654
1535,145996
1536,110331
1537,84698
1538,159614
1539,226516
1540,101437
1541,144202
1542,139962
1543,203647
1544,78149
1545,108176
1546,128569
1547,145310
1548,138735
1549,120501
1550,144093
1551,112593
1552,157858
1553,165486
1554,110014
1555,166152
1556,84048
1557,102330
1558,100651
1559,81156
1560,126177
1561,134279
1562,130831
1563,124533
1564,159866
1565,152569
1566,220909
1567,79023
1568,241555
1569,144367
1570,143331
1571,115784
1572,142391
1573,238058
1574,114798
1575,233203
1576,264585
1577,200916
1578,149495
1579,147848
1580,192742
1581,165663
1582,128754
1583,311370
1584,230298
1585,138063
1586,73022
1587,99206
1588,155891
1589,99832
1590,127408
1591,88129
1592,113006
1593,121835
1594,142295
1595,112983
1596,245500
1597,200444
1598,194165
1599,171592
1600,170782
1601,66211
1602,120208
1603,74846
1604,266094
1605,239382
1606,164278
1607,174063
1608,226804
1609,192520
1610,160478
1611,132670
1612,166509
1613,173097
1614,123272
1615,89308
1616,66458
1617,89950
1618,118375
1619,145632
1620,186440
1621,142317
1622,140686
1623,283330
1624,214372
1625,121748
1626,158770
1627,192563
1628,286945
1629,180081
1630,351760
1631,205452
1632,225344
1633,178399
1634,196709
1635,177307
1636,157266
1637,208777
1638,191415
1639,175713
1640,245264
1641,168900
1642,239881
1643,216824
1644,238324
1645,198654
1646,155157
1647,156823
1648,133872
1649,142464
1650,118818
1651,117087
1652,97406
1653,101248
1654,147210
1655,142774
1656,143448
1657,148642
1658,148930
1659,129054
1660,162711
1661,466689
1662,374045
1663,381611
1664,377606
1665,318470
1666,316801
1667,377239
1668,341947
1669,301441
1670,353276
1671,254596
1672,440798
1673,310843
1674,245852
1675,189764
1676,201196
1677,221036
1678,477933
1679,396752
1680,343582
1681,262150
1682,315423
1683,176988
1684,164488
1685,168877
1686,167610
1687,164600
1688,196576
1689,196304
1690,191052
1691,184499
1692,266878
1693,159100
1694,186126
1695,165879
1696,276789
1697,169865
1698,361595
1699,327218
1700,251697
1701,265992
1702,256249
1703,253994
1704,278362
1705,230938
1706,413826
1707,223113
1708,223513
1709,259147
1710,232497
1711,266966
1712,248274
1713,287169
1714,222296
1715,209470
1716,196770
1717,175690
1718,129483
1719,201762
1720,235383
1721,170210
1722,123302
1723,155759
1724,219551
1725,246613
1726,188564
1727,161603
1728,153458
1729,164954
1730,157392
1731,119944
1732,135598
1733,118141
1734,120883
1735,120193
1736,120212
1737,337846
1738,219896
1739,291481
1740,247721
1741,207192
1742,171633
1743,175672
1744,323343
1745,222435
1746,194814
1747,213155
1748,244780
1749,151187
1750,130799
1751,231568
1752,120881
1753,155386
1754,194166
1755,171910
1756,132496
1757,119522
1758,146508
1759,147351
1760,163009
1761,144018
1762,192694
1763,174192
1764,120418
1765,165439
1766,179301
1767,212318
1768,152208
1769,173241
1770,146852
1771,130793
1772,141104
1773,130288
1774,133264
1775,145046
1776,121908
1777,115657
1778,146908
1779,127503
1780,172648
1781,122475
1782,96593
1783,150246
1784,112423
1785,121619
1786,155734
1787,154901
1788,68426
1789,104737
1790,77137
1791,190964
1792,154443
1793,130320
1794,157217
1795,128552
1796,136476
1797,115551
1798,124344
1799,116667
1800,137795
1801,130781
1802,128364
1803,152525
1804,147048
1805,134448
1806,120659
1807,119616
1808,121633
1809,120183
1810,146464
1811,92631
1812,99626
1813,135926
1814,100748
1815,48700
1816,106435
1817,125765
1818,157383
1819,123720
1820,45682
1821,104519
1822,146381
1823,44922
1824,139529
1825,136450
1826,119965
1827,99212
1828,135531
1829,129551
1830,144891
1831,140526
1832,58848
1833,146494
1834,126098
1835,126218
1836,124833
1837,94668
1838,118639
1839,94568
1840,176673
1841,144950
1842,84474
1843,143578
1844,144668
1845,138501
1846,150448
1847,177694
1848,54344
1849,100798
1850,115993
1851,151750
1852,125895
1853,141698
1854,164649
1855,153091
1856,215426
1857,150699
1858,137190
1859,117335
1860,162492
1861,117088
1862,311251
1863,283317
1864,283497
1865,339805
1866,350397
1867,240777
1868,290608
1869,206629
1870,251366
1871,257192
1872,173271
1873,225087
1874,137747
1875,198900
1876,198901
1877,216674
1878,198745
1879,141158
1880,132870
1881,259330
1882,245573
1883,193724
1884,207754
1885,220608
1886,294727
1887,200252
1888,268749
1889,164727
1890,117920
1891,130600
1892,97933
1893,126638
1894,124359
1895,138149
1896,125762
1897,120197
1898,103191
1899,160948
1900,149422
1901,182743
1902,144070
1903,221183
1904,149508
1905,191464
1906,166686
1907,203028
1908,105723
1909,131155
1910,118063
1911,207705
1912,303059
1913,153825
1914,52118
1915,344102
1916,58832
1917,252193
1918,139944
1919,165288
1920,135112
1921,447339
1922,348362
1923,222312
1924,223786
1925,200018
1926,401169
1927,133516
1928,152981
1929,125497
1930,132534
1931,145945
1932,140883
1933,199092
1934,183102
1935,174668
1936,189775
1937,179703
1938,181042
1939,238432
1940,177619
1941,172751
1942,184131
1943,206052
1944,381089
1945,406214
1946,154549
1947,344521
1948,181839
1949,254760
1950,180415
1951,260974
1952,197078
1953,171034
1954,178414
1955,134287
1956,276134
1957,155458
1958,301042
1959,141882
1960,119158
1961,122743
1962,94416
1963,100262
1964,109410
1965,149680
1966,141189
1967,302732
1968,456972
1969,400440
1970,446925
1971,449304
1972,366666
1973,260789
1974,322512
1975,447220
1976,267587
1977,387739
1978,380360
1979,324782
1980,192184
1981,325517
1982,228482
1983,214084
1984,163181
1985,235402
1986,221471
1987,179491
1988,181148
1989,192276
1990,215875
1991,239322
1992,209125
1993,162598
1994,230316
1995,183809
1996,265296
1997,319939
1998,359461
1999,254253
2000,311491
2001,263949
2002,241209
2003,265853
2004,280723
2005,203532
2006,226089
2007,237672
2008,218562
2009,200581
2010,189381
2011,134197
2012,174538
2013,184822
2014,189371
2015,204956
2016,203088
2017,196714
2018,123062
2019,128198
2020,101943
2021,107436
2022,173147
2023,145050
2024,281205
2025,326468
2026,167953
2027,159741
2028,148341
2029,175399
2030,252887
2031,234147
2032,249591
2033,246202
2034,160541
2035,214433
2036,182745
2037,187155
2038,307361
2039,219870
2040,292366
2041,276103
2042,208263
2043,166863
2044,162900
2045,205003
2046,147416
2047,146951
2048,137942
2049,134494
2050,180620
2051,106703
2052,130440
2053,149911
2054,89521
2055,159590
2056,135252
2057,112191
2058,229101
2059,136772
2060,171975
2061,165985
2062,132031
2063,122575
2064,144466
2065,129780
2066,160353
2067,122602
2068,118010
2069,81713
2070,110940
2071,104333
2072,68611
2073,141112
2074,177435
2075,144568
2076,118633
2077,163176
2078,132531
2079,131659
2080,116268
2081,122936
2082,125984
2083,144183
2084,112504
2085,126357
2086,129372
2087,119838
2088,100030
2089,76295
2090,121405
2091,118374
2092,127376
2093,117944
2094,117915
2095,143001
2096,80468
2097,94587
2098,141240
2099,58882
2100,82035
2101,117093
2102,124688
2103,97443
2104,128532
2105,136532
2106,68197
2107,199012
2108,112829
2109,104786
2110,133293
2111,139859
2112,140679
2113,118899
2114,110859
2115,158935
2116,115989
2117,158322
2118,125203
2119,105605
2120,118546
2121,95969
2122,115499
2123,89427
2124,161880
2125,124438
2126,149610
2127,162684
2128,127160
2129,95018
2130,142973
2131,139774
2132,119917
2133,126179
2134,126926
2135,99534
2136,85970
2137,121315
2138,136740
2139,148297
2140,145484
2141,153201
2142,131474
2143,151696
2144,122663
2145,136002
2146,165657
2147,113621
2148,133349
2149,149462
2150,216149
2151,107721
2152,175439
2153,177370
2154,115418
2155,139082
2156,297962
2157,224995
2158,230604
2159,195242
2160,172276
2161,232617
2162,406901
2163,353409
2164,247099
2165,198798
2166,144607
2167,219786
2168,201316
2169,193559
2170,224238
2171,152124
2172,131171
2173,160350
2174,225493
2175,296005
2176,335821
2177,244068
2178,202997
2179,135056
2180,253645
2181,180343
2182,225941
2183,192129
2184,121964
2185,111474
2186,146272
2187,153355
2188,152469
2189,245180
2190,85807
2191,82394
2192,90745
2193,114120
2194,101775
2195,113665
2196,108684
2197,132420
2198,165641
2199,173946
2200,152293
2201,142025
2202,200992
2203,147457
2204,184190
